outcome,bid_total,auction_total,bid_per_auction_mean,bid_per_auction_max,bid_per_auction_min,bid_per_auction_std,bid_per_auction_entropy,bidder_ratio_per_auction_mean,bidder_ratio_per_auction_max,bidder_ratio_per_auction_min,bidder_ratio_per_auction_std,bidder_ratio_per_auction_entropy,bid_override_num,bid_override_norm_num,bid_override_in_auction,bid_override_norm_num_in_auction,bid_override_by_total_bid_override_mean,bid_override_by_total_bid_override_max,bid_override_by_total_bid_override_min,bid_override_by_total_bid_override_std,bid_override_by_total_bid_override_entropy,country_per_bidder,country_per_bidder_entropy,country_per_auction_entropy_mean,country_per_auction_entropy_max,country_per_auction_entropy_min,country_per_auction_entropy_std,country_per_auction_entropy_entropy,device_per_bidder,device_per_bidder_entropy,device_per_auction_entropy_mean,device_per_auction_entropy_max,device_per_auction_entropy_min,device_per_auction_entropy_std,device_per_auction_entropy_entropy,ip_per_bidder,ip_per_bidder_entropy,ip_share_num,ip_per_auction_entropy_mean,ip_per_auction_entropy_max,ip_per_auction_entropy_min,ip_per_auction_entropy_std,ip_per_auction_entropy_std,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,h_mean,h_max,h_min,h_std,h_entropy,F1,F2,F3,F4,F5,F6,f_max,f_min,f_std,f_entropy,Q1,Q2,Q3,Q4,q_max,q_min,q_std,q_entropy
0,26,15,1.733333333,4,1,0.77172246,0.96684632,1,0.038461538,1,0.066666667,0.066666667,1,0,0.249443826,0,0.002208546,0.004264392,0.000402901,0.001128546,0.950501502,1,1,1,1,1,0,1,14,0.969245176,1,1,1,0,1,23,0.988086497,10,1,1,1,0,1,0,0,0.076923077,0.076923077,0.153846154,0.076923077,0,0,0.076923077,0.076923077,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0,0.038461538,0.076923077,0,0.076923077,0.076923077,0,0,0,0.041666667,0.153846154,0,0.039903524,0.823859038,0.153846154,0.230769231,0.230769231,0.115384615,0.192307692,0.076923077,0.230769231,0.076923077,0.057335076,0.964563236,0.384615385,0.230769231,0.230769231,0.153846154,0.384615385,0.153846154,0.08382498,0.961011571
0,3,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.000422239,0.000606061,0.000125897,0.000211558,0.861298719,1,1,1,1,1,0,1,3,1,1,1,1,0,1,3,1,2,1,1,1,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0,0,0.041666667,0.333333333,0,0.110239638,0.345687124,0.333333333,0,0,0.333333333,0.333333333,0,0.333333333,0,0.166666667,0.613147193,0.333333333,0,0.666666667,0,0.666666667,0,0.276385399,0.459147917
0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.001154734,0.001154734,0.001154734,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.041666667,1,0,0.199826313,0,0,0,0,1,0,0,1,0,0.372677996,0,0,0,1,0,1,0,0.433012702,0
0,3,2,1.5,2,1,0.5,0.918295834,0,0,0,0,0,0,0,0,0,0.000180893,0.00023546,0.000126326,5.46E-05,0.933327955,2,0.918295834,1,1,1,0,1,2,0.918295834,1,1,1,0,1,2,0.918295834,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0.666666667,0,0,0,0,0,0,0.041666667,0.666666667,0,0.146328524,0.200284263,0,0,0,0.333333333,0.666666667,0,0.666666667,0,0.254587539,0.355245321,0,0,1,0,1,0,0.433012702,0
0,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.006317223,0.012345679,0.000288767,0.006028456,0.15718649,2,1,1,1,1,0,1,2,1,1,1,1,0,1,2,1,1,1,1,1,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.041666667,0.5,0,0.1381927,0.218104292,0.5,0,0,0,0.5,0,0.5,0,0.23570226,0.386852807,0.5,0,0.5,0,0.5,0,0.25,0.5
0,799,128,6.2421875,75,1,13.567969,0.763724843,16,0.020025031,11,0.0859375,0.0078125,0.25,0,0.030257682,0.464285714,0.006695291,0.333333333,3.90E-05,0.029471426,0.671723278,47,0.562591358,0.9708447,1,0.638989334,0.087667445,0.999075231,216,0.878279316,1,1,1,0,1,627,0.968448367,393,1,1,1,0,1,0.072590738,0.058823529,0.091364205,0.057571965,0.047559449,0.037546934,0.025031289,0.015018773,0.01126408,0.018773467,0.020025031,0.008760951,0.035043805,0.04505632,0.035043805,0.057571965,0.031289111,0.051314143,0.053817272,0.035043805,0.048811014,0.038798498,0.042553191,0.061326658,0.041666667,0.091364205,0.008760951,0.019581682,0.963439477,0.280350438,0.125156446,0.058823529,0.172715895,0.17146433,0.191489362,0.280350438,0.058823529,0.067023649,0.951838693,0.365456821,0.098873592,0.255319149,0.280350438,0.365456821,0.098873592,0.096331344,0.939017259
0,64,29,2.206896552,16,1,3.209676215,0.836079885,0,0,0,0,0,0,0,0,0,0.004543299,0.045454545,0.000329707,0.008507897,0.743204122,6,0.681515764,1,1,1,0,1,29,0.929547307,1,1,1,0,1,22,0.858455399,20,1,1,1,0,1,0.125,0.046875,0.03125,0.03125,0.21875,0.0625,0.015625,0.078125,0,0.015625,0.015625,0.046875,0.03125,0.078125,0.03125,0,0.015625,0.015625,0.015625,0,0.015625,0,0.0625,0.046875,0.041666667,0.21875,0,0.047450175,0.83565667,0.234375,0.375,0.078125,0.140625,0.046875,0.125,0.375,0.046875,0.109993292,0.885310764,0.515625,0.171875,0.171875,0.140625,0.515625,0.140625,0.153888403,0.88201698
0,1522,119,12.78991597,1204,1,109.7178102,0.294044312,14,0.009198423,9,0.075630252,0.008403361,0.357142857,0,0.038377833,0.411212862,0.006615242,0.083333333,3.62E-05,0.009684119,0.87273004,17,0.268910253,0.992712812,1,0.220498614,0.071479817,0.999209275,217,0.77957386,1,1,1,0,1,727,0.921372722,491,1,1,1,0,1,0.092641261,0.090013141,0.067017083,0.045335085,0.032194481,0.016425756,0.016425756,0.021681997,0.024967148,0.024967148,0.034165572,0.03088042,0.043363995,0.040078844,0.042706965,0.02890933,0.038764783,0.036136662,0.03088042,0.0282523,0.036136662,0.040078844,0.053876478,0.084099869,0.041666667,0.092641261,0.016425756,0.020988934,0.964420277,0.29500657,0.086727989,0.114980289,0.155059133,0.134034166,0.214191853,0.29500657,0.086727989,0.069511465,0.953984864,0.343626807,0.153088042,0.229960578,0.273324573,0.343626807,0.153088042,0.069107743,0.971585554
0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1.40E-05,1.40E-05,1.40E-05,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,1,0,0.199826313,0,0,1,0,0,0,0,1,0,0.372677996,0,1,0,0,0,1,0,0.433012702,0
0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.001177856,0.001177856,0.001177856,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,1,0,0.199826313,0,1,0,0,0,0,0,1,0,0.372677996,0,1,0,0,0,1,0,0.433012702,0
0,109,30,3.633333333,26,1,5.269303138,0.830710759,34,0.311926606,13,0.433333333,0.033333333,0.323529412,0,0.063868618,0.65067839,0.045202444,0.294117647,0.000285633,0.063434503,0.792883499,5,0.725516913,1,1,1,0,1,2,0.884629307,1,1,1,0,1,8,0.654037772,8,1,1,1,0,1,0,0,0,0,0.009174312,0,0,0.018348624,0.100917431,0.128440367,0.036697248,0.174311927,0.055045872,0.009174312,0,0,0,0.04587156,0.146788991,0.155963303,0.100917431,0.018348624,0,0,0.041666667,0.174311927,0,0.057292284,0.710349112,0,0.027522936,0.440366972,0.064220183,0.348623853,0.119266055,0.440366972,0,0.16728276,0.701731677,0.009174312,0.458715596,0.110091743,0.422018349,0.458715596,0.009174312,0.194115845,0.726770101
0,17,14,1.214285714,2,1,0.410325903,0.980870379,0,0,0,0,0,0,0,0,0,0.00101749,0.004854369,1.44E-05,0.001327158,0.747304838,5,0.743497281,1,1,1,0,1,12,0.943268022,1,1,1,0,1,14,0.980870379,7,1,1,1,0,1,0.176470588,0.117647059,0.176470588,0.117647059,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0.058823529,0.117647059,0,0,0,0,0.117647059,0.058823529,0.041666667,0.176470588,0,0.059986462,0.666848655,0.588235294,0,0,0.058823529,0.176470588,0.176470588,0.588235294,0,0.202113021,0.608902048,0.588235294,0,0.235294118,0.176470588,0.588235294,0,0.21361528,0.691549996
0,819,118,6.940677966,62,1,11.61332692,0.82076188,73,0.089133089,26,0.220338983,0.008474576,0.150684932,0,0.023178804,0.61028278,0.018761491,0.213333333,3.47E-05,0.031811614,0.829241047,5,0.63340459,1,1,1,0,1,147,0.839075234,1,1,1,0,1,582,0.960088023,348,1,1,1,0,1,0.042735043,0.075702076,0.081807082,0.074481074,0.058608059,0.028083028,0.025641026,0.018315018,0.00976801,0.028083028,0.023199023,0.031746032,0.054945055,0.051282051,0.045177045,0.036630037,0.034188034,0.045177045,0.032967033,0.039072039,0.026862027,0.043956044,0.041514042,0.05006105,0.041666667,0.081807082,0.00976801,0.017695086,0.971769178,0.274725275,0.130647131,0.092796093,0.188034188,0.151404151,0.162393162,0.274725275,0.092796093,0.056478181,0.969264255,0.361416361,0.136752137,0.267399267,0.234432234,0.361416361,0.136752137,0.080286633,0.961318237
0,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.004126409,0.00462963,0.003623188,0.000503221,0.989245297,2,1,1,1,1,0,1,2,1,1,1,1,0,1,2,1,2,1,1,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.041666667,0.5,0,0.1381927,0.218104292,0.5,0,0,0.5,0,0,0.5,0,0.23570226,0.386852807,0.5,0,0.5,0,0.5,0,0.25,0.5
0,6,1,6,6,6,0,1,0,0,0,0,0,0,0,0,0,1.12E-05,1.12E-05,1.12E-05,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,3,0.789690082,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.333333333,0,0,0,0,0,0.166666667,0.041666667,0.5,0,0.120281306,0.318246423,0,0,0,0,0.833333333,0.166666667,0.833333333,0,0.30429031,0.251462999,0,0,0.833333333,0.166666667,0.833333333,0,0.343592135,0.325011211
0,225,44,5.113636364,164,1,24.24516438,0.413301308,3,0.013333333,2,0.045454545,0.022727273,0.666666667,0,0.110044235,0.16820356,0.000915513,0.005181347,4.04E-05,0.001079024,0.856135114,20,0.309756732,0.983074048,1,0.336962293,0.099280263,0.998206388,71,0.891081514,1,1,1,0,1,196,0.985301481,130,1,1,1,0,1,0.097777778,0.084444444,0.102222222,0.057777778,0.031111111,0.013333333,0.017777778,0.008888889,0.008888889,0.022222222,0.04,0.022222222,0.031111111,0.044444444,0.044444444,0.04,0.031111111,0.04,0.057777778,0.04,0.026666667,0.04,0.053333333,0.044444444,0.041666667,0.102222222,0.008888889,0.024303042,0.949254706,0.342222222,0.071111111,0.093333333,0.16,0.168888889,0.164444444,0.342222222,0.071111111,0.086970029,0.930219758,0.386666667,0.12,0.231111111,0.262222222,0.386666667,0.12,0.09497888,0.945964258
0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4.79E-06,4.79E-06,4.79E-06,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.041666667,1,0,0.199826313,0,0,0,0,0,0,1,1,0,0.372677996,0,0,0,0,1,1,0,0.433012702,0
0,15,4,3.75,12,1,4.763139721,0.519460298,0,0,0,0,0,0,0,0,0,0.000193752,0.000287026,5.74E-05,8.45E-05,0.917062819,4,0.735801131,0.953226823,1,0.812907292,0.081013519,0.997301601,14,0.99112306,1,1,1,0,1,15,1,5,1,1,1,0,1,0.266666667,0.2,0,0.066666667,0.066666667,0.066666667,0,0.066666667,0,0,0,0,0,0,0,0,0,0.066666667,0.066666667,0,0.066666667,0,0,0.066666667,0.041666667,0.266666667,0,0.066143783,0.666649893,0.533333333,0.2,0,0,0.133333333,0.133333333,0.533333333,0,0.179505494,0.666636916,0.666666667,0.066666667,0.066666667,0.2,0.666666667,0.066666667,0.246644143,0.687639683
0,52,40,1.3,4,1,0.678232998,0.971716545,1,0.019230769,1,0.025,0.025,1,0,0.15612495,0,0.00182239,0.037037037,1.35E-05,0.005703457,0.623371063,7,0.631846115,1,1,1,0,1,36,0.94540206,1,1,1,0,1,46,0.990243349,38,1,1,1,0,1,0.134615385,0.115384615,0.057692308,0.057692308,0.057692308,0.038461538,0,0.019230769,0.019230769,0.019230769,0.019230769,0,0,0.076923077,0.019230769,0.057692308,0.038461538,0.019230769,0.057692308,0.057692308,0.019230769,0.019230769,0.038461538,0.057692308,0.041666667,0.134615385,0,0.033154104,0.897488228,0.365384615,0.115384615,0.057692308,0.153846154,0.173076923,0.134615385,0.365384615,0.057692308,0.095939933,0.917040313,0.461538462,0.076923077,0.211538462,0.25,0.461538462,0.076923077,0.138006732,0.886772127
0,29,20,1.45,3,1,0.739932429,0.962348155,0,0,0,0,0,0,0,0,0,0.006781393,0.026315789,0.000571102,0.007687406,0.820563818,2,0.929363626,1,1,1,0,1,11,0.84202667,1,1,1,0,1,20,0.900631308,20,1,1,1,0,1,0.137931034,0,0.034482759,0,0.034482759,0,0.034482759,0,0.034482759,0,0,0,0,0.137931034,0.103448276,0.034482759,0.034482759,0.034482759,0.068965517,0.034482759,0.103448276,0.068965517,0.034482759,0.068965517,0.041666667,0.137931034,0,0.042208135,0.822566603,0.172413793,0.068965517,0.034482759,0.275862069,0.172413793,0.275862069,0.275862069,0.034482759,0.092133446,0.902596538,0.206896552,0.068965517,0.344827586,0.379310345,0.379310345,0.068965517,0.122825921,0.898252502
0,13,10,1.3,2,1,0.458257569,0.975006431,1,0.076923077,1,0.1,0.1,1,0,0.3,0,0.001304085,0.006329114,1.44E-05,0.002015464,0.564443264,11,0.980723941,1,1,1,0,1,12,0.989297256,1,1,1,0,1,12,0.989297256,4,1,1,1,0,1,0,0,0.230769231,0.076923077,0.076923077,0.153846154,0,0,0,0,0.153846154,0,0.076923077,0.076923077,0.076923077,0,0,0,0,0,0,0,0.076923077,0,0.041666667,0.230769231,0,0.062725595,0.66019882,0.307692308,0.230769231,0.153846154,0.230769231,0,0.076923077,0.307692308,0,0.103362279,0.850955398,0.538461538,0.153846154,0.230769231,0.076923077,0.538461538,0.076923077,0.175200646,0.834590168
0,3334,228,14.62280702,856,1,66.30748289,0.6623545,106,0.031793641,31,0.135964912,0.004385965,0.311320755,0,0.02452384,0.481051331,0.016453447,1,3.90E-05,0.069336802,0.715050236,34,0.12989158,0.984199633,1,0.091434067,0.092349653,0.998872071,317,0.698187635,1,1,1,0,1,2398,0.943247824,711,1,1,1,0,1,0.25764847,0.155368926,0.035092981,0.020095981,0.012897421,0.00839832,0.00419916,0.00659868,0.0089982,0.019496101,0.024895021,0.029994001,0.038692262,0.036592681,0.032693461,0.031493701,0.035092981,0.035092981,0.037792442,0.033293341,0.035692861,0.032993401,0.034493101,0.032393521,0.041666667,0.25764847,0.00419916,0.052941672,0.850193658,0.468206359,0.032093581,0.083383323,0.139472106,0.141271746,0.135572885,0.468206359,0.032093581,0.140429986,0.834347938,0.4895021,0.094181164,0.209658068,0.206658668,0.4895021,0.094181164,0.145899544,0.884062066
0,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.005374175,0.00862069,0.00212766,0.003246515,0.717813577,1,1,1,1,1,0,1,2,1,1,1,1,0,1,2,1,1,1,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0.5,0,0.1381927,0.218104292,0.5,0,0,0.5,0,0,0.5,0,0.23570226,0.386852807,0.5,0,0.5,0,0.5,0,0.25,0.5
0,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.000245585,0.000387747,0.000103423,0.000142162,0.742561311,1,1,1,1,1,0,1,2,1,1,1,1,0,1,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0.041666667,0.5,0,0.1381927,0.218104292,0,0,0.5,0,0,0.5,0.5,0,0.23570226,0.386852807,0,0.5,0,0.5,0.5,0,0.25,0.5
0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.004524887,0.004524887,0.004524887,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.041666667,1,0,0.199826313,0,0,0,0,1,0,0,1,0,0.372677996,0,0,0,1,0,1,0,0.433012702,0
0,201,31,6.483870968,140,1,24.43275296,0.456096548,9,0.044776119,2,0.064516129,0.032258065,0.888888889,0,0.157624612,0.101582235,0.003249173,0.02,7.44E-06,0.005641079,0.696657865,8,0.345386545,0.962896524,1,0.721928095,0.086818874,0.998727208,28,0.34146116,1,1,1,0,1,51,0.782460358,35,1,1,1,0,1,0.029850746,0.054726368,0.059701493,0.029850746,0.044776119,0.044776119,0.034825871,0.064676617,0.069651741,0.029850746,0.064676617,0.034825871,0.039800995,0.039800995,0.019900498,0.049751244,0.014925373,0.039800995,0.054726368,0.014925373,0.054726368,0.039800995,0.024875622,0.044776119,0.041666667,0.069651741,0.014925373,0.015118465,0.978113361,0.174129353,0.189054726,0.199004975,0.149253731,0.124378109,0.164179104,0.199004975,0.124378109,0.024834128,0.993634296,0.263681592,0.298507463,0.2039801,0.233830846,0.298507463,0.2039801,0.035069334,0.992892691
0,3,2,1.5,2,1,0.5,0.918295834,0,0,0,0,0,0,0,0,0,0.004509838,0.005865103,0.003154574,0.001355264,0.933838851,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.041666667,1,0,0.199826313,0,0,0,0,0,0,1,1,0,0.372677996,0,0,0,0,1,1,0,0.433012702,0
0,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.00189243,0.003558719,0.000226142,0.001666288,0.326448119,1,1,1,1,1,0,1,2,1,1,1,1,0,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0.041666667,0.5,0,0.1381927,0.218104292,0,0,0,0.5,0.5,0,0.5,0,0.23570226,0.386852807,0,0,1,0,1,0,0.433012702,0
0,28,21,1.333333333,2,1,0.471404521,0.980656566,0,0,0,0,0,0,0,0,0,0.000261465,0.000751315,3.50E-05,0.000219015,0.887145479,5,0.439351812,1,1,1,0,1,18,0.895921713,1,1,1,0,1,28,1,21,1,1,1,0,1,0.071428571,0.071428571,0,0,0.071428571,0.035714286,0.035714286,0,0,0,0.071428571,0.071428571,0.107142857,0.071428571,0.071428571,0,0.107142857,0.035714286,0.071428571,0.071428571,0,0.035714286,0,0,0.041666667,0.107142857,0,0.03669294,0.834219027,0.142857143,0.142857143,0.142857143,0.25,0.285714286,0.035714286,0.285714286,0.035714286,0.081614936,0.925054223,0.25,0.178571429,0.392857143,0.178571429,0.392857143,0.178571429,0.087481777,0.958596868
0,4,1,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0.000154889,0.000154889,0.000154889,0,1,1,1,1,1,1,0,1,4,1,1,1,1,0,1,4,1,2,1,1,1,0,1,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0.75,0,0.155902391,0.176943241,1,0,0,0,0,0,1,0,0.372677996,0,1,0,0,0,1,0,0.433012702,0
0,331,45,7.355555556,97,1,18.64421931,0.6284522,8,0.024169184,3,0.066666667,0.022222222,0.5,0,0.088540986,0.273131851,0.009363977,0.083333333,0.000206569,0.01430658,0.815682416,11,0.216741112,1,1,1,0,1,132,0.92766309,1,1,1,0,1,237,0.895021541,49,1,1,1,0,1,0.033232628,0.024169184,0.042296073,0.054380665,0.090634441,0.075528701,0.066465257,0.042296073,0.024169184,0.018126888,0.039274924,0.003021148,0.012084592,0.027190332,0.051359517,0.075528701,0.045317221,0.045317221,0.057401813,0.045317221,0.036253776,0.024169184,0.045317221,0.021148036,0.041666667,0.090634441,0.003021148,0.020857944,0.958107376,0.15407855,0.274924471,0.084592145,0.166163142,0.193353474,0.126888218,0.274924471,0.084592145,0.059032765,0.96553841,0.320241692,0.193353474,0.256797583,0.229607251,0.320241692,0.193353474,0.046381018,0.987760186
0,14,14,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.000855304,0.004347826,8.92E-05,0.001177847,0.73661444,3,0.690814021,1,1,1,0,1,9,0.941734626,1,1,1,0,1,10,0.941647498,5,1,1,1,0,1,0,0.214285714,0.071428571,0,0,0.071428571,0,0,0,0,0.214285714,0,0,0,0,0,0,0.071428571,0.142857143,0.214285714,0,0,0,0,0.041666667,0.214285714,0,0.074106545,0.577015257,0.285714286,0.071428571,0.214285714,0,0.428571429,0,0.428571429,0,0.157934514,0.69186708,0.357142857,0.214285714,0.071428571,0.357142857,0.357142857,0.071428571,0.118450885,0.904600016
0,379,36,10.52777778,41,1,9.610428685,0.894219063,139,0.366754617,22,0.611111111,0.027777778,0.194244604,0,0.04625727,0.720830624,0.008516449,0.06779661,1.86E-06,0.012856227,0.78110106,6,0.625574226,0.992875652,1,0.880247515,0.021872946,0.999930189,9,0.899609549,1,1,1,0,1,13,0.877892183,13,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.176781003,0,0,0.08707124,0.139841689,0.079155673,0.013192612,0.134564644,0,0,0.081794195,0,0.171503958,0.116094987,0,0.041666667,0.176781003,0,0.061526149,0.654141776,0,0,0.176781003,0.319261214,0.216358839,0.287598945,0.319261214,0,0.1265154,0.759285597,0,0.176781003,0.453825858,0.36939314,0.453825858,0,0.175827134,0.74497275
0,27,16,1.6875,7,1,1.488235112,0.907181394,9,0.333333333,4,0.25,0.0625,0.666666667,0,0.161821947,0.361654167,0.005135049,0.015981735,3.09E-05,0.005882103,0.767983028,6,0.760938523,1,1,1,0,1,14,0.921515408,1,1,1,0,1,13,0.908105072,10,1,1,1,0,1,0.074074074,0.074074074,0,0,0,0.074074074,0,0,0,0,0.259259259,0,0,0.074074074,0,0.111111111,0.037037037,0.037037037,0.074074074,0,0.074074074,0.037037037,0.074074074,0,0.041666667,0.259259259,0,0.0578858,0.726817129,0.148148148,0.074074074,0.259259259,0.185185185,0.148148148,0.185185185,0.259259259,0.074074074,0.055555556,0.96729245,0.222222222,0.259259259,0.259259259,0.259259259,0.259259259,0.222222222,0.016037507,0.998476559
0,437,145,3.013793103,61,1,6.321268104,0.845344219,15,0.034324943,9,0.062068966,0.006896552,0.2,0,0.031047252,0.411692273,0.004060972,0.2,5.65E-05,0.017176014,0.678933907,31,0.36351174,1,1,1,0,1,138,0.886016565,1,1,1,0,1,326,0.955578758,168,1,1,1,0,1,0.14416476,0.118993135,0.075514874,0.041189931,0.029748284,0.018306636,0.004576659,0.025171625,0.00228833,0.013729977,0.018306636,0.036613272,0.034324943,0.020594966,0.09610984,0.04805492,0.04576659,0.041189931,0.032036613,0.036613272,0.011441648,0.029748284,0.034324943,0.041189931,0.041666667,0.14416476,0.00228833,0.033921987,0.910812644,0.3798627,0.077803204,0.070938215,0.199084668,0.155606407,0.116704805,0.3798627,0.070938215,0.105025905,0.901670929,0.42791762,0.100686499,0.28604119,0.185354691,0.42791762,0.100686499,0.121888458,0.912363567
0,13,12,1.083333333,2,1,0.276385399,0.989297256,0,0,0,0,0,0,0,0,0,0.005756534,0.013888889,0.001680672,0.003514409,0.929938337,3,0.625418116,1,1,1,0,1,11,0.963938447,1,1,1,0,1,13,1,6,1,1,1,0,1,0.153846154,0.076923077,0.076923077,0.076923077,0,0,0,0,0.153846154,0.076923077,0.076923077,0,0,0.076923077,0,0,0,0,0,0,0.076923077,0,0.153846154,0,0.041666667,0.153846154,0,0.054298315,0.706418265,0.384615385,0,0.307692308,0.076923077,0,0.230769231,0.384615385,0,0.150060255,0.706488105,0.384615385,0.307692308,0.076923077,0.230769231,0.384615385,0.076923077,0.113770765,0.913122629
0,140,68,2.058823529,9,1,1.688040571,0.939949186,4,0.028571429,3,0.044117647,0.014705882,0.5,0,0.072790404,0.246408075,0.014539242,0.173913043,3.90E-05,0.034292807,0.660776606,17,0.387496934,0.990088103,1,0.650022422,0.048653736,0.999681172,65,0.894977211,1,1,1,0,1,86,0.940556824,84,1,1,1,0,1,0.028571429,0.1,0.071428571,0.085714286,0.092857143,0.1,0.078571429,0.057142857,0.014285714,0.028571429,0.021428571,0.007142857,0.028571429,0.035714286,0.028571429,0.021428571,0.042857143,0.014285714,0.035714286,0.014285714,0.007142857,0.021428571,0.014285714,0.05,0.041666667,0.1,0.007142857,0.029785705,0.922970918,0.285714286,0.328571429,0.071428571,0.114285714,0.107142857,0.092857143,0.328571429,0.071428571,0.100987191,0.904158715,0.478571429,0.207142857,0.171428571,0.142857143,0.478571429,0.142857143,0.133916666,0.908259057
0,561,44,12.75,44,1,12.51748777,0.874294876,46,0.081996435,15,0.340909091,0.022727273,0.195652174,0,0.043219225,0.646150686,0.093059415,0.916666667,0.000167523,0.165338641,0.755048417,4,0.481241043,0.976063488,1,0.627941172,0.074325101,0.999148318,74,0.644834695,1,1,1,0,1,235,0.911095064,90,1,1,1,0,1,0.092691622,0.067736185,0.108734403,0.048128342,0.046345811,0.048128342,0.023172906,0.007130125,0.008912656,0.003565062,0.007130125,0.01426025,0.039215686,0.026737968,0.037433155,0.04456328,0.039215686,0.040998217,0.062388592,0.033868093,0.057040998,0.058823529,0.033868093,0.049910873,0.041666667,0.108734403,0.003565062,0.025249795,0.939072915,0.317290553,0.124777184,0.033868093,0.147950089,0.176470588,0.199643494,0.317290553,0.033868093,0.085256127,0.92035968,0.411764706,0.064171123,0.228163993,0.295900178,0.411764706,0.064171123,0.125781387,0.89380025
0,5,3,1.666666667,3,1,0.942809042,0.864973521,0,0,0,0,0,0,0,0,0,0.002180684,0.003460208,1.44E-05,0.00154019,0.642126202,1,1,1,1,1,0,1,4,0.960964047,1,1,1,0,1,5,1,4,1,1,1,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.4,0,0,0.2,0.041666667,0.4,0,0.099652173,0.419180766,0.2,0,0,0.2,0,0.6,0.6,0,0.213437475,0.530356086,0.2,0,0.2,0.6,0.6,0,0.217944947,0.685475297
0,6,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.00034709,0.001865672,3.62E-05,0.000679151,0.279479053,4,0.959147917,1,1,1,0,1,4,0.959147917,1,1,1,0,1,4,0.959147917,2,1,1,1,0,1,0,0,0,0.333333333,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0.333333333,0,0,0,0,0,0.041666667,0.333333333,0,0.099186506,0.418388555,0.333333333,0.166666667,0,0.166666667,0.333333333,0,0.333333333,0,0.136082763,0.742098129,0.5,0,0.166666667,0.333333333,0.5,0,0.186338998,0.729573959
